question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
what are the genres of the films whose directors also directed [Bugsy Malone],Horror|War|Drama|Music|Comedy|Musical|Thriller,3,what are the genres of the films whose directors also directed [],"
MATCH (bugsyMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(bugsyMovie.name)='bugsy malone' 
AND bugsyMovie <> otherMovie 
RETURN genre LIMIT 200
","[{'genre': 'Horror'}, {'genre': 'Drama'}, {'genre': 'Music'}, {'genre': 'Musical'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Thriller'}, {'genre': 'War'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Drama'}]",matched,
what genres do the movies that share directors with [Time to Leave] fall under,Drama|Fantasy|Comedy|Musical|Thriller,3,what genres do the movies that share directors with [] fall under,"
MATCH (timeMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(timeMovie.name)='time to leave' 
AND timeMovie <> otherMovie 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Fantasy'}, {'genre': 'Musical'}, {'genre': 'Comedy'}, {'genre': 'Thriller'}, {'genre': 'Thriller'}, {'genre': 'Drama'}]",matched,
who starred in the films whose screenwriters also wrote [Alias Betty],Ludivine Sagnier|Nicole Garcia|Bernard Giraudeau,3,who starred in the films whose screenwriters also wrote [],"
MATCH (aliasBetty:`movie`)-[:written_by]->(writer:`writer`) 
MATCH (writer:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
WHERE toLower(aliasBetty.name)='alias betty' 
AND aliasBetty <> otherMovie 
RETURN actor LIMIT 200
","[{'actor': 'Nicole Garcia'}, {'actor': 'Bernard Giraudeau'}, {'actor': 'Ludivine Sagnier'}]",matched,
what languages are the films that share writers with [Creature with the Atom Brain] in,Swedish|English,3,what languages are the films that share writers with [] in,"
MATCH (creatureMovie:`movie`)-[:written_by]->(writer:`writer`) 
MATCH (writer:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(creatureMovie.name)='creature with the atom brain' 
AND creatureMovie <> otherMovie 
RETURN language LIMIT 200
","[{'language': 'Swedish'}, {'language': 'English'}]",matched,
what were the release dates of movies starred by actors in [Best Defense],1989|1986|1987|1984|1982|1983|1980|1981|1979|1967|1988|1963|2011|2012|1948|1990|1992|1995|1994|1997|1996|1999|1998|2002|2003|2000|2001|2006|2007|2004|2008|2009,3,what were the release dates of movies starred by actors in [],"
MATCH (bestDefense:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(bestDefense.name)='best defense' 
RETURN otherMovie.name as Movie, year.name as Release_Year LIMIT 200
","[{'Movie': 'Blame It on the Bellboy', 'Release_Year': '1992'}, {'Movie': '10', 'Release_Year': '1979'}, {'Movie': 'Lovesick', 'Release_Year': '1983'}, {'Movie': 'Wholly Moses!', 'Release_Year': '1980'}, {'Movie': 'Like Father Like Son', 'Release_Year': '1987'}, {'Movie': 'Unfaithfully Yours', 'Release_Year': '1984'}, {'Movie': 'Unfaithfully Yours', 'Release_Year': '1948'}, {'Movie': 'Bedazzled', 'Release_Year': '1967'}, {'Movie': 'Bedazzled', 'Release_Year': '2000'}, {'Movie': 'The Adventures of Milo and Otis', 'Release_Year': '1986'}, {'Movie': 'Six Weeks', 'Release_Year': '1982'}, {'Movie': 'Best Defense', 'Release_Year': '1984'}, {'Movie': 'Romantic Comedy', 'Release_Year': '1983'}, {'Movie': 'Arthur', 'Release_Year': '2011'}, {'Movie': 'Arthur', 'Release_Year': '1981'}, {'Movie': 'Crazy People', 'Release_Year': '1990'}, {'Movie': 'Imagine That', 'Release_Year': '2009'}, {'Movie': 'Beverly Hills Cop III', 'Release_Year': '1994'}, {'Movie': 'Showtime', 'Release_Year': '2002'}, {'Movie': 'Holy Man', 'Release_Year': '1998'}, {'Movie': 'The Adventures of Pluto Nash', 'Release_Year': '2002'}, {'Movie': 'The Golden Child', 'Release_Year': '1986'}, {'Movie': 'Shrek', 'Release_Year': '2001'}, {'Movie': 'Shrek the Halls', 'Release_Year': '2007'}, {'Movie': 'Tower Heist', 'Release_Year': '2011'}, {'Movie': 'The Nutty Professor', 'Release_Year': '1996'}, {'Movie': 'The Nutty Professor', 'Release_Year': '1963'}, {'Movie': 'Coming to America', 'Release_Year': '1988'}, {'Movie': 'A Thousand Words', 'Release_Year': '2012'}, {'Movie': 'Boomerang', 'Release_Year': '1992'}, {'Movie': 'Life', 'Release_Year': '1999'}, {'Movie': 'Another 48 Hrs.', 'Release_Year': '1990'}, {'Movie': '48 Hrs.', 'Release_Year': '1982'}, {'Movie': 'Beverly Hills Cop', 'Release_Year': '1984'}, {'Movie': 'Daddy Day Care', 'Release_Year': '2003'}, {'Movie': 'Harlem Nights', 'Release_Year': '1989'}, {'Movie': 'Vampire in Brooklyn', 'Release_Year': '1995'}, {'Movie': 'Metro', 'Release_Year': '1997'}, {'Movie': 'Meet Dave', 'Release_Year': '2008'}, {'Movie': 'Beverly Hills Cop II', 'Release_Year': '1987'}, {'Movie': 'The Distinguished Gentleman', 'Release_Year': '1992'}, {'Movie': 'Best Defense', 'Release_Year': '1984'}, {'Movie': 'Dr. Dolittle 2', 'Release_Year': '2001'}, {'Movie': 'Norbit', 'Release_Year': '2007'}, {'Movie': 'Dreamgirls', 'Release_Year': '2006'}, {'Movie': 'I Spy', 'Release_Year': '2002'}, {'Movie': 'The Haunted Mansion', 'Release_Year': '2003'}, {'Movie': 'Bowfinger', 'Release_Year': '1999'}, {'Movie': 'Shrek 2', 'Release_Year': '2004'}]",matched,
who acted in the movies directed by the director of [Kings of the Road],Michelle Williams|Peter Boyle|Solveig Dommartin|Ry Cooder|Robert Duvall|Gary Oldman|Bruno Ganz|Juliano Ribeiro Salgado|Wim Wenders|Irène Jacob|Rosalind Chao|Hans Christian Blech|Dean Stockwell|Harry Dean Stanton|John Diehl|Milla Jovovich|Dennis Hopper|Traci Lind|Marilu Henner|Campino|Demi Moore|Otto Sander|Bill Pullman|Compay Segundo|Sebastião Salgado|Andie MacDowell|Jeremy Davies|Frederic Forrest|Senta Berger|Nastassja Kinski|Lou Castel|Henry B. Walthall|Mel Gibson|John Malkovich,3,who acted in the movies directed by the director of [],"
MATCH (kingsMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(kingsMovie.name)='kings of the road' 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
RETURN actor LIMIT 200
","[{'actor': 'Bruno Ganz'}, {'actor': 'Irène Jacob'}, {'actor': 'John Malkovich'}, {'actor': 'Bruno Ganz'}, {'actor': 'Dennis Hopper'}, {'actor': 'Compay Segundo'}, {'actor': 'Ry Cooder'}, {'actor': 'Solveig Dommartin'}, {'actor': 'Marilu Henner'}, {'actor': 'Peter Boyle'}, {'actor': 'Frederic Forrest'}, {'actor': 'Juliano Ribeiro Salgado'}, {'actor': 'Sebastião Salgado'}, {'actor': 'Wim Wenders'}, {'actor': 'Wim Wenders'}, {'actor': 'Dean Stockwell'}, {'actor': 'Harry Dean Stanton'}, {'actor': 'Rosalind Chao'}, {'actor': 'Traci Lind'}, {'actor': 'Andie MacDowell'}, {'actor': 'Bill Pullman'}, {'actor': 'Otto Sander'}, {'actor': 'Nastassja Kinski'}, {'actor': 'Bruno Ganz'}, {'actor': 'Campino'}, {'actor': 'John Diehl'}, {'actor': 'Michelle Williams'}, {'actor': 'Jeremy Davies'}, {'actor': 'Milla Jovovich'}, {'actor': 'Mel Gibson'}, {'actor': 'Henry B. Walthall'}, {'actor': 'Demi Moore'}, {'actor': 'Robert Duvall'}, {'actor': 'Gary Oldman'}, {'actor': 'Hans Christian Blech'}, {'actor': 'Senta Berger'}, {'actor': 'Lou Castel'}]",matched,
the films written by the screenwriter of [Palestine Is Still the Issue] were directed by who,John Pilger|Christopher Martin|Sean Crotty|Alan Lowery,3,the films written by the screenwriter of [] were directed by who,"
MATCH (palestineMovie:`movie`)-[:written_by]->(writer:`writer`) 
MATCH (writer:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(palestineMovie.name)='palestine is still the issue' 
RETURN director LIMIT 200
","[{'director': 'Sean Crotty'}, {'director': 'John Pilger'}, {'director': 'Christopher Martin'}, {'director': 'John Pilger'}, {'director': 'Tony Stark'}, {'director': 'Alan Lowery'}, {'director': 'John Pilger'}]",matched,
what are the languages spoken in the films directed by the [Babylon A.D.] director,French,3,what are the languages spoken in the films directed by the [] director,"
MATCH (babylonMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(babylonMovie.name)='babylon a.d.' 
RETURN language LIMIT 200
","[{'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'Russian'}]",matched,
the films that share directors with the films [Devdas] are written by who,Sanjay Leela Bhansali|Fyodor Dostoevsky,3,the films that share directors with the films [] are written by who,"
MATCH (devdasMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(devdasMovie.name)='devdas' 
AND devdasMovie <> otherMovie 
RETURN writer LIMIT 200
","[{'writer': 'Fyodor Dostoevsky'}, {'writer': 'Sanjay Leela Bhansali'}]",matched,
the movies that share actors with the movie [Abe Lincoln in Illinois] were released in which years,1943|1949|1968|1969|1979|1942|1965|1940|1934|1931|1971|1970|1955|2000|1937|1950|1952|1982|1944|1947|1936,3,the movies that share actors with the movie [] were released in which years,"
MATCH (abeMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(abeMovie.name)='abe lincoln in illinois' 
AND abeMovie <> otherMovie 
RETURN year LIMIT 200
","[{'year': '1955'}, {'year': '1949'}, {'year': '1950'}, {'year': '1947'}, {'year': '1934'}, {'year': '1982'}, {'year': '1936'}, {'year': '1942'}, {'year': '1944'}, {'year': '1937'}, {'year': '1952'}, {'year': '1979'}, {'year': '1952'}, {'year': '1950'}, {'year': '1943'}, {'year': '1955'}, {'year': '1931'}, {'year': '1947'}, {'year': '2000'}, {'year': '1940'}, {'year': '1968'}, {'year': '1969'}, {'year': '1970'}, {'year': '1965'}, {'year': '1971'}]",matched,
what genres are the films written by [The Sun Shines Bright] screenwriters,Comedy,3,what genres are the films written by [] screenwriters,"
MATCH (sunMovie:`movie`)-[:written_by]->(screenwriter:`writer`) 
WHERE toLower(sunMovie.name)='the sun shines bright' 
MATCH (screenwriter:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Comedy'}]",matched,
which person wrote the films acted by the actors in [The Bourne Legacy],Larry Karaszewski|Steven Millhauser|Ben Affleck|Chuck Palahniuk|Chuck Hogan|Sylvain Chomet|Woody Allen|Scott Alexander|Nick Schou|Zak Penn|Jim Uhls|David McKenna|Tim Boughn|Thomas Harris|Gavin O'Connor|Eric Warren Singer|James Gray|Mark Boal|Tim Blake Nelson|David Benioff|Stuart Blumberg|Peter Landesman|David O. Russell|Gary Webb|Daniel E. Taylor|Kario Salem|Ted Tally|Jacques Tati|Neil Burger,3,which person wrote the films acted by the actors in [],"
MATCH (bourneMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(bourneMovie.name)='the bourne legacy' 
RETURN writer LIMIT 200
","[{'writer': 'Tim Boughn'}, {'writer': 'Mark Boal'}, {'writer': 'Tony Gilroy'}, {'writer': 'Chuck Hogan'}, {'writer': 'Ben Affleck'}, {'writer': 'Gary Webb'}, {'writer': 'Nick Schou'}, {'writer': 'Peter Landesman'}, {'writer': 'Eric Warren Singer'}, {'writer': 'David O. Russell'}, {'writer': 'James Gray'}, {'writer': 'Zak Penn'}, {'writer': 'Larry Karaszewski'}, {'writer': 'Scott Alexander'}, {'writer': ""Gavin O'Connor""}, {'writer': 'Tony Gilroy'}, {'writer': 'Daniel E. Taylor'}, {'writer': 'Kario Salem'}, {'writer': 'Woody Allen'}, {'writer': 'David McKenna'}, {'writer': 'Tim Blake Nelson'}, {'writer': 'Stuart Blumberg'}, {'writer': 'Ted Tally'}, {'writer': 'Thomas Harris'}, {'writer': 'David Benioff'}, {'writer': 'Jacques Tati'}, {'writer': 'Sylvain Chomet'}, {'writer': 'Steven Millhauser'}, {'writer': 'Neil Burger'}, {'writer': 'Chuck Palahniuk'}, {'writer': 'Jim Uhls'}]",matched,
what languages are the movies that share actors with [Article 99] in,Vietnamese|German|Georgian|Dutch|French|English|Korean,3,what languages are the movies that share actors with [] in,"
MATCH (article99:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(article99.name)='article 99' 
AND article99 <> otherMovie 
RETURN language LIMIT 200
","[{'language': 'Vietnamese'}, {'language': 'French'}, {'language': 'Dutch'}, {'language': 'Georgian'}, {'language': 'Korean'}, {'language': 'English'}, {'language': 'German'}]",matched,
what genres are the films starred by [The Man Behind the Gun] actors,War|Drama|Western|Comedy|Musical|Adventure,3,what genres are the films starred by [] actors,"
MATCH (manMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(manMovie.name)='the man behind the gun' 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Musical'}, {'genre': 'Comedy'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Drama'}, {'genre': 'Musical'}, {'genre': 'Western'}, {'genre': 'Musical'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'War'}, {'genre': 'Drama'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Drama'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Adventure'}, {'genre': 'Western'}, {'genre': 'Western'}]",matched,
who is listed as director of the films starred by [House of Frankenstein] actors,Catherine Breillat|Nick Grinde|Terry O. Morse|Roy Del Ruth|Gordon Douglas|William Beaudine|Lew Landers|Cecil B. DeMille|Rowland V. Lee|Mario Bava|Terence Fisher|Robert Day|Roy Ward Baker|Jesper Ganslandt|Preston A. Whitmore II|Michael Curtiz|Charles Brabin|Jacques Tourneur|Joseph Pevney|Clark Johnson|William Nigh|Mark Robson|Douglas Sirk|John Ford|Karl Freund|Jerry Warren|Steve Sekely|Roy William Neill|Boris Petroff|Edgar G. Ulmer|J. Searle Dawley|Ulli Lommel|James McTeigue|Michael Winner|Paul Harrison|Roger Corman|James Whale|Charles Lamont|Robert Wise|Stephen Sommers|Edward Dmytryk,3,who is listed as director of the films starred by [] actors,"
MATCH (frankensteinMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
WHERE toLower(frankensteinMovie.name)='house of frankenstein' 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:directed_by]->(director:`director`) 
RETURN director LIMIT 200
","[{'director': 'Paul Harrison'}, {'director': 'Roy Ward Baker'}, {'director': 'Edgar G. Ulmer'}, {'director': 'Catherine Breillat'}, {'director': 'Edward Dmytryk'}, {'director': 'Erle C. Kenton'}, {'director': 'William Beaudine'}, {'director': 'Boris Petroff'}, {'director': 'Jerry Warren'}, {'director': 'Steve Sekely'}, {'director': 'Gordon Douglas'}, {'director': 'John Ford'}, {'director': 'Roy Del Ruth'}, {'director': 'Michael Winner'}, {'director': 'Clark Johnson'}, {'director': 'Rowland V. Lee'}, {'director': 'Charles Brabin'}, {'director': 'William Nigh'}, {'director': 'Rowland V. Lee'}, {'director': 'Robert Wise'}, {'director': 'Charles Lamont'}, {'director': 'Erle C. Kenton'}, {'director': 'Cecil B. DeMille'}, {'director': 'James Whale'}, {'director': 'J. Searle Dawley'}, {'director': 'Mario Bava'}, {'director': 'Nick Grinde'}, {'director': 'Jesper Ganslandt'}, {'director': 'William Nigh'}, {'director': 'Douglas Sirk'}, {'director': 'Roy William Neill'}, {'director': 'Joseph Pevney'}, {'director': 'Mark Robson'}, {'director': 'John Ford'}, {'director': 'Jacques Tourneur'}, {'director': 'Robert Day'}, {'director': 'Terry O. Morse'}, {'director': 'Edward Dmytryk'}, {'director': 'Terence Fisher'}, {'director': 'Stephen Sommers'}, {'director': 'Karl Freund'}, {'director': 'James McTeigue'}, {'director': 'Ulli Lommel'}, {'director': 'Lew Landers'}, {'director': 'Roger Corman'}, {'director': 'Preston A. Whitmore II'}, {'director': 'Michael Curtiz'}, {'director': 'James Whale'}, {'director': 'Edgar G. Ulmer'}]",matched,
the movies written by the screenwriter of [Fierce Creatures] were directed by who,Terry Gilliam|John Cleese|Joseph McGrath|Terry Jones|Charles Crichton,3,the movies written by the screenwriter of [] were directed by who,"
MATCH (fierceMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(fierceMovie.name)='fierce creatures' 
MATCH (writer:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:directed_by]->(director:`director`) 
RETURN director LIMIT 200
","[{'director': 'Joseph McGrath'}, {'director': 'John Cleese'}, {'director': 'Charles Crichton'}, {'director': 'Terry Jones'}, {'director': 'Terry Gilliam'}, {'director': 'Robert Young'}, {'director': 'Fred Schepisi'}]",matched,
who directed films that share actors with the film [Jacob's Ladder],Lasse Hallström|Thomas Schlamme|Frank Darabont|Steve Oedekerk|John Mackenzie|Henry Bean|John Sayles|Peter Howitt|Isabel Coixet|Bill Fishman|Brian De Palma|Ethan Coen|Fernando Trueba|Spike Lee|Eddie Murphy|Luis Valdez|Stuart Blumberg|Mark Pellington|Michel Gondry|Tony Bill|Ron Shelton|Clint Eastwood|Tim Robbins|Willard Huyck|Michael Lehmann|Robert Altman|Bob Giraldi|James Glickenhaus|Fred Schepisi|John Leekley|Roger Donaldson|Gil Kenan,3,who directed films that share actors with the film [],"
MATCH (jacobsMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(jacobsMovie.name)='jacob\'s ladder' 
AND jacobsMovie <> otherMovie 
RETURN director LIMIT 200
","[{'director': 'Luis Valdez'}, {'director': 'John Sayles'}, {'director': 'Lasse Hallström'}, {'director': 'Spike Lee'}, {'director': 'John Mackenzie'}, {'director': 'John Leekley'}, {'director': 'Michael Lehmann'}, {'director': 'James Glickenhaus'}, {'director': 'Fernando Trueba'}, {'director': 'Eddie Murphy'}, {'director': 'Bob Giraldi'}, {'director': 'Steve Oedekerk'}, {'director': 'Fred Schepisi'}, {'director': 'Tony Bill'}, {'director': 'Peter Howitt'}, {'director': 'Gil Kenan'}, {'director': 'Clint Eastwood'}, {'director': 'Isabel Coixet'}, {'director': 'Ethan Coen'}, {'director': 'Tim Robbins'}, {'director': 'Stuart Blumberg'}, {'director': 'Bill Fishman'}, {'director': 'Henry Bean'}, {'director': 'Michel Gondry'}, {'director': 'Brian De Palma'}, {'director': 'Willard Huyck'}, {'director': 'Robert Altman'}, {'director': 'Roger Donaldson'}, {'director': 'Ron Shelton'}, {'director': 'Mark Pellington'}, {'director': 'Thomas Schlamme'}, {'director': 'Frank Darabont'}]",matched,
